slug	name	cat	city	rating	count	summary	r1	r2
ry-s-poke-shack-34.1457_-118.0949	Ry's Poke Shack	Hawaiian Cuisine	Pasadena	4.1	86		Lets start my review of Ry's Poke Shack First off let's start with parking. Parking in the main plaza is limited but theres plenty of parking in the back lot behind the main plaza. For those of you who have parking anxiety youre g	This is the best and most authentic poké I've had on the mainland. It's full of flavor and so very fresh! I went on a Wednesday at around 3pm and there was no wait. The staff is super friendly and very welcoming. There's plenty of
stagger-coffee-34.0582_-118.2938	Stagger Coffee	Coffee Shop		4.4	316		I got the Jasmine matcha for $7 and it is so yummy!!! The barista warned it’s on the sweeter side and offered to do half sweet, but I wanted to try it as is. It is pretty sweet but still very flavorful and delicious. I’m dying to 	1. The drink was delicious and well-crafted! I really like the matcha creamtop! 2. The spot has chill casual vibes! The interior has high ceilings! 3. The staff was friendly and timely with my order! It was ready after 5 mins! Not
mensho-37.9002_-122.0609	MENSHO	Ramen Restaurant	Walnut Creek	4.7	149		We absolutely loved this place! The broth is rich, flavorful, and comforting. The pudding is my daughter’s favorite—smooth, creamy, and incredibly tasty. We’re already planning to come back next week. Great food, excellent service	This place serves incredibly delicious and authentic ramen with a very unique menu that also creatively incorporates American culture. The interior design is stunning and eye-catching; walking inside truly feels like you’ve steppe
paper-rice-spring-rolls-bowls-34.1467_-118.1498	Paper Rice - Spring Rolls & Bowls	Vietnamese Cuisine	Pasadena	4.4	257		Third time here and I can’t wait to come again. Coming from South Orange County and I for sure put this on my list when near Pasadena. We came a little before regular dinner time so we could sit inside. We both got the spring roll	This is a cool concept, walked after smelling the food when someone opened the door. I got the 3 spring rolls, shrimp, beef and chicken. Shares with a friend but I would Recommend the beef it was savory and delicious. Shrimp was g
okaeri-japanese-bistro-37.7585_-122.4196	Okaeri Japanese Bistro	Sushi Restaurant	San Francisco	4.4	323		Definitely come for the omakase! We recommend Chef Master (yes, his name is Master). Each course made it so difficult to pick our favorites because they were all so delicious! The service and food are great, and the omakase price 	We had a delicious dinner here. Most of us ordered the omakase, and it was so good. The fish was very flavorful and served at the perfect temperature. The omakase starts with a plate of appetizers such as monk fish pâté, mackerel 
indigo-cow-34.0772_-118.2589	Indigo Cow	Ice Cream Shop	Los Angeles	4.3	160		We tried the crème brûlée one, and it was fantastic. The caramelized sugar layer on top had that perfect crisp crack, and underneath it was smooth, creamy, and really satisfying. The combination of textures — the crunchy carameliz	Perfect treat for soft serve lovers on a warm LA day! Inside you’ll find a few seating areas and customer restroom. There’s also some benches outside to chill at. If you’re worried about parking, there’s a 2hr lot behind the build
proof-bakery-34.117_-118.2616	Proof Bakery	Bakery	Los Angeles	4.6	753	Compact cafe & bakery offering fresh-made pastries, sandwiches, cakes & locally roasted coffee.	I’m so happy I finally got to try the famous sea salt chocolate chip cookie from Proof!! 🍪 It was absolutely deeeeelicious and not too sweet. I didn’t like the hojicha strawberry combo for the mochi cake — strawberry tasted strang	This bakery is exceptional. Went on a Saturday late morning and found a small line outside but it moved fast and wasn't a long wait. Unassuming location, you can't assume by the exterior or small interior the quality and flavor. W
motto-tea-cafe-34.1443_-118.1525	Motto Tea Cafe	Bubble Tea Shop	Pasadena	4.3	583	Modern teahouse serving hot drinks, boba & Japanese soufflé pancakes in a chic, relaxed space.	Pancakes are fluffy and flavorful! We arrived right at opening time to avoid a wait and paid about $18 per order. We tried the pork soufflé pancakes which did not disappoint for a savory option and the mini pancake sampler platter	Great big place with good service and great choices. The Soufflé is the reason I came here and I didn’t not disappoint. They wer soft creamy and the toppings made it a win. Very busy spot with old fast service they have outside se
ebisu-life-store-34.0931_-118.1306	Ebisu Life Store	Japanese Grocery Store	Alhambra	4.9	676		Good variety of items, some of the cutest stationary and items for the kitchen. They had claw machines in the back and a variety of Japanese ice creams. I’m giving it a 3 star because the staff made us feel very uncomfortable walk	Love this place. We were in town and we missed Japan so much that I knew I needed to come here. Its an amazing store. A definite place to come check out.
alittle-tea-34.0795_-118.1021	ALittle-Tea	Bubble Tea Shop	San Gabriel	4.6	623		I told this place to give me whatever. So let’s see if they’re pretty good eh or ew. They ended up giving me their mango green milk tea with ice cream and tea jellies and strawberry boba milk tea replace the boba with coconut jell	You can’t beat the price! Affordable and pretty good quality for the price you pay. Favorite- passion fruit green tea with tea jelly and most of their fruit teas cost under 5$. You can add a few toppings for free which includes- t
mian-34.0801_-118.1044	Mian	Szechuan Cuisine	San Gabriel	4.3	736	Minimalist Chinese restaurant specializing in Chongqing dishes, including soups & spicy fare.	They serve noodles right. I especially like their braised pork noodles. I seldom find this dish in other restuarants. Their food are generally good. I give 2 stars for their service is not beasue they have bad service. It's just t	The food was really good and the prices were reasonable. The restaurant was clean and had a nice atmosphere. A waitress with glasses really stood out. She noticed we had a child and kindly brought plastic utensils and a plastic bi
chayan-33.9888_-117.9032	CHAYAN	Bubble Tea Shop	Rowland Heights	4.8	281		Really loved this spot. The drinks are so good, you can actually taste the tea, and it goes perfectly with the fresh milk. The space is clean and nicely designed, and the staff were super friendly and welcoming. Service was quick 	Trying this new place out, missed some good BOGO deal on Lunar New Year. We got the da-hong-pao tea & osmanthus and lychee lemon tea. Da-hong-pao is more like black tea, not quite as strong to me as earl grey, but more flavorful t
unique-green-34.0793_-118.104	Unique Green	Bubble Tea Shop	San Gabriel	4.6	229		Visited this newly opened boba spot and was really impressed by the space. It’s large with multiple areas for aesthetics photos. Tried the Cloud Matcha Latte. It was creamy and smooth. Overall, a great spot to hang out, take photo	Tried the new avocado mango smoothie at UG today and it was actually sooo good Didn't think avocado + mango would work together, but it's super creamy, fruity, and refreshing without being too heavy or sweet. Also got the limited 
bistro-na-s-34.1048_-118.0723	Bistro Na's	Chinese Cuisine	Temple City	4.2	1290	Chinese restaurant serving Manchurian dishes in a relaxed space with traditional decor.	My friend highly recommended that I try Bistro Na’s, raving about its excellent quality and authentic Chinese cuisine, so I was excited to give it a try. We made a reservation on OpenTable for dinner about a week in advance. We di	So many delicious dishes to choose from ✨ Hands down the crispy shrimp is the best, no contest and something you absolutely need to order. It’s enough to make this Chinese restaurant one of our favorites in Greater Los Angeles are
golden-deli-34.1028_-118.1117	Golden Deli	Vietnamese Cuisine	San Gabriel	4.6	1175	Vietnamese soups, noodles, curries & sandwiches are offered at this casual eatery.	So so so good, would definitely come back and try the pho and other dishes 🙏 so worth the price. I didn't love the shrimp roll because of the pork flavor, but the regular pork sandwich is delicioussss 😋😍	I had ordered for pick up on the weekend. Total of 4 dishes. I have asked them NOT to put peanuts on top of the rice, due to nut allergies. I am aware of the peanuts inside the ingredients (meat). But my son wanted rice so I was g
browned-34.08_-118.0991	Browned	Coffee Shop	San Gabriel	4.9	38		Browned is one of my favorite bakeries! Their cream puffs come in so many different flavors, and every one I've tried has been delicious. The shells are perfectly crispy, the fillings are flavorful, and they're not overly sweet, w	I got the matcha latte and really liked the flavor, though my boyfriend thought it tasted like grass. The lady working there was very nice and even explained where the matcha comes from and how they make it! We also tried the kimc
nuo-mochi-34.064_-118.1346	Nuo Mochi	Dessert Shop	Monterey Park	3.8	116		Operations have improved slightly waited in line Sat afternoon for 15 min then after ordering the kiosk said the eta would be 30 min but we waited 10-15 min to receive our order. The texting system is now working to let you know w	Found this spot on IG and had to try it since my son and I love mochi. ​The Food: The product itself is delicious. The "Special" mochi are huge—we tried the Black Sesame Matcha Chocolate and the Taro Cream Cheese Oreo. Both were i
