slug	name	cat	city	rating	count	summary	r1	r2
chong-qing-special-noodles-34.103_-118.0917	Chong Qing Special Noodles	Chinese Cuisine	San Gabriel	4.4	488		We came here for lunch on a Sunday and waited for 45 mins before being seated. There were only two women working the front dining room and since service was slow, table turnovers were slow too. So expect a wait but the food was ve	I recently tried Chong Qing Special Noodles and it definitely lived up to the hype! The soup dumplings were a standout—each one was packed with a generous amount of rich, flavorful broth that didn’t disappoint. You can really tell
lao-ma-tou-hot-pot-33.9926_-117.8907	Lao Ma Tou Hot Pot	Hot Pot Restaurant	Rowland Heights	4.2	244	Down-to-earth restaurant offering familiar hot pots with noodles & choice cuts of meat.	老码头is a bit spicy, but being with friends always brings so much joy! Every gathering is full of laughter—fun and unforgettable. Can’t wait for our next meet-up!	we love to visit here every time we come to LA! this is the hot pot spot that made us fall in love with hot pot in the first place! they have the best snack and sauce bar!
baking-with-ish-34.099_-118.109	Baking With Ish	Bakery	San Gabriel	4.3	43		I love this place. It's run by a really sweet couple. There's always veggie and vegan options and you can tell they love what they do because there's always something new to try. Don't get too attached to one item, but do know tha	BAKING WITH ISH is a small bakery stand that offer Filipino-inspired pastries, high-quality ingredients, and generous portions. Customers like myself frequently praise the unique flavors, excellent presentation, and friendly custo
pizzeria-sei-34.0549_-118.3835	Pizzeria Sei	Neapolitan Pizza Restaurant	Los Angeles	4.6	883		Really enjoyed my experience here. The pizzas were super tasty and had a lot of unique combinations that felt thoughtful without being overcomplicated. I also loved the open kitchen concept it was fun being able to watch everythin	This place was definitely not easy to get a table at but worth it if you are a big pizza fan. Worth the trip and the Diavola was delicious . Definitely recommended getting a few to share so you can try different ones, even reheate
honeymee-34.0488_-118.2398	Honeymee	Ice Cream Shop	Los Angeles	4.4	416	Popular local chain spot known for milk ice cream with honey & other sweet treats.	This is my favorite ice cream place to visit in Tokyo Town. The honey affogato is a must-order—the flavor is rich, not too sweet, and the texture is amazing. Everything comes together so well. Highly recommend stopping by if you’r	The ice cream shop has some fun flavors and unusual tastes. It is not too sweet alone. I loved both items I tried. There was surprizingly ample seating and nice air conditioning. Staff was friendly and there is a photobooth inside
shoe-palace-34.0487_-118.2411	Shoe Palace	Shoe Store	Los Angeles	4.1	95	Retail chain selling athletic shoes, streetwear & accessories for adults & children.	The vibe in this place is soooo… A super well-thought-out concept, every corner of the room is thought out The stuff is so polite and very attentive	First time shopping at shoe palace and let me tell you, this location is awesome. Literally from the manager (she was great) to the security guard were nothing but friendly and helpful! Thanks to the young man that rung me out and
little-tokyo-table-tennis-34.0503_-118.2405	Little Tokyo Table Tennis	Sporting Goods Store	Los Angeles	5	17		Amazing decor, really nice offerings and the atmosphere and vibe are cool! Ended up picking up two hats and the staff were super laid back and chill! It really felt like a cool place for people to hangout and they had a dj playing	If you’re a fan of their table tennis club held at Terasaki Budokan gym every Tuesday, you’ll be in heaven here. Constantly updating items, displays, and curios rewards return. A must visit Little Tokyo location!
bait-34.0836_-118.3578	BAIT	Shoe Store	Los Angeles	4.1	73	Cool boutique showcasing sneakers, along with streetwear, T-shirts & collectible toys.	Lots of awesome high end kicks, apparel and collectibles. I’m mostly interested in the latter and they had plenty on display. Most of it was limited to Medicom bearbrick stuff but there were some stand out pieces I never saw befor	First time online purchaser from this retail shop and it is a trusted business. They have a great catalog of merchandise and their customer service is attentive, fast and helpful. I highly recommend this business!
palace-34.0806_-118.3881	Palace	Skate Shop	West Hollywood	3.6	77		No wait on a Monday morning, and the store was very nice. Employees asked me what size I needed and if I wanted to try on my shirt before buying. Overall a great experience if you know what to expect from these stores, it can be a	Not the most helpful employees when it comes to assisting customers but both the products I got and the place itself are really good.
b-patisserie-37.7878_-122.4409	b. Patisserie	Patisserie	San Francisco	4.7	2897	Parisian & Viennese-style pastries, sandwiches & coffee served in modern space with an open kitchen.	It sounds funny to say, but our first experience with the excellent baked goods of this establishment, was in Honolulu, where they are situated in a coffee shop in Waikiki. Soz had to try the mother ship! Busy, but line moved fast	California Street pitches upward with the kind of steep, unforgiving incline that makes a man regret his past. I wasn't climbing for redemption, though; I was climbing for butter. The target was b. patisserie . It presents itself 
more-yogurt-33.6972_-117.8283	More Yogurt	Juice and Smoothie Bar	Irvine	5	219		Visited during their first day of soft opening. Line is actually moving so fast and the order system is so effect. Tried their signature avocado yogurt smoothie and it was toooooo good and creamy. They also have cold brew yogurt b	The extent of creaminess is insane and honestly it is not your regular yogurt smoothie. If you tried it you’ll know it’s no joke. Also the pistachio one is sooooo good. Waiting for their grand opening specials 🥹🥹
fleurs-et-sel-34.0322_-118.3589	Fleurs et Sel	Bakery	Los Angeles	5	202		This bakery is all that and some. I got the chocolate chip cookie with sea salt and brownie fudge noir extreme. The taste of the chocolate chip cookies with sea salt will melt in your mouth! The taste of these cookies is one of th	Without a doubt, the best cookies I’ve ever had. I drove from San Diego specifically to stock up, and it was absolutely worth the trip. These are truly world-class desserts. Lara, the owner and baker, is wonderful, and her care an
petersen-automotive-museum-34.0623_-118.361	Petersen Automotive Museum	Museum	Los Angeles	4.8	13762	A vast collection of autos including restored antiques, race cars & vehicles from famous movies.	The Petersen Automotive Museum is simply phenomenal. Home to one of the world’s largest car collections, it’s truly an auto enthusiast’s dream. For starters, I love the building’s futuristic-looking facade — it immediately stands 	The Petersen Automotive Museum is a must-visit for anyone interested in cars, engineering, design, or technology. The collection is impressive and covers everything from automotive history and design to racing, technology, and fut
always-yours-bakery-cafe-37.6963_-122.0776	Always Yours Bakery Cafe	Bakery	Castro Valley	4.5	218		My favorite bakery and cafe in Castro Valley! The macarons, cheesecakes, fruit tarts, and more are all great but my favorite are their cream puffs, especially the character ones. They also have drinks - the boba is not too soft, a	Their Matcha Lattes are the best! They use Jade Leaf ceremonial grade matcha from Japan. My favorite 3 are Banana pudding, guava and strawberries Matcha. One of these drinks and a UBE cookie and I am set!
tadaima-37.7585_-122.4196	Tadaima	Japanese Cuisine	San Francisco	4.2	256		I really loved the pistachio cream—so rich, nutty, and creamy. The matcha was pretty good too; you can tell it’s high quality. I also enjoyed the tempura sando! It’s made with really good quality prawns which was a bit of a surpri	My friend described the oat milk matcha latte as "swamp water with 25 pumps of syrup". It was somehow both too sweet yet also bitter. Worst matcha I've had in SF, but the hojicha was decent. I think people only like this place for
harucake-34.0633_-118.2972	Harucake	Cake Shop	Los Angeles	4.3	169		Harucake is my fave place to treat myself to after a while or bring guests to whenever they come visit. They added a soosoo matcha to their menu and I was bouncing off the walls since I've been wanting to give it a try, but could 	Harucake is usually very busy during the day and evening, so I visited early in the morning to avoid the long lines. The plaza offers valet parking, but in the morning it was quiet enough that parking was free, which made the visi
lao-xi-noodle-house-34.1293_-118.055	Lao Xi Noodle House	Chinese Cuisine	Arcadia	4.4	249		We were recommended this spot and it absolutely delivered. The standout dish for us was the Wife’s Special Noodles, especially when mixed with the braised beef. The flavors were deep, comforting, and well balanced, and the beef ad	Lao Xi Noodle House is one of those spots that doesn’t try too hard but ends up being amazing because of it. If you’re looking for authentic, comforting noodle dishes, this place delivers every time. Their cucumber salad is one of
626-hospitality-group-34.1301_-118.0253	626 Hospitality Group	Ice Cream Shop	Arcadia	4.8	273	Open since 1990, this casual storefront offers a range of flavors of straightforward frozen yogurt.	If you're visiting from out of town, 626 is a MUST GO. I can't emphasize enough how kind the staff is. Matea immediately made me feel welcome to sample one of every flavor. The rest of the team thoughtfully walked me through all t	I really truly believed I was going to love this spot… if not due to the unanimously rave reviews, or due to the highly curated vibes, then at least to justify the long line at 9pm to myself. Everything feels intentional - the cro
ipoh-kopitiam-34.0779_-118.1232	Ipoh Kopitiam	Malaysian Cuisine	Alhambra	4.4	895		Came to Ipoh Kopitiam in Alhambra last Friday with my parents and it turned out to be such a comforting meal. We ordered the Laksa curry, Singaporean style Hainanese chicken rice, and the Char Kway Teow. All three dishes were soli	I was excited to try Ipoh Kopitiam given its high rating and Bib Gourmand status! I'm a fan of Malaysian food, but I don't often have it in the states. We ordered the Laksa Curry, Hainan Chicken, Char Kway Teow, Roti Canai, and Ka
kyuramen-x-tbaar-34.1076_-118.0316	Kyuramen x TBaar	Ramen Restaurant	Arcadia	4.3	280		A fairly new ramen spot in the 626, located at the corner of W. Live Oak Ave. and S. Santa Anita Ave. There's a Paris Baguette next to it, and it's in a small strip mall with a few empty storefronts across from it. There is also a	Overall, the experience was just okay and a bit underwhelming. The biggest disappointment was the ramen itself. The flavor felt off compared to what I’m used to, and it didn’t really hit the mark. We also had an issue with customi
jincook-34.1504_-118.2547	Jincook	Korean Cuisine	Glendale	4.4	349	Small pub with traditional dishes like short rib or Japanese favorites like katsu.	Visited Jin Cook in Glendale today for some authentic korean soul food. Upon entering the store we noticed all the authentic decor at the entrance. The restaurant had a good amount of tables and we were seated immediately. Shortly	Jincook is Korean soul food. Everything was amazing the flavors were rich and satisfying. I still can’t stop thinking about how good the food was. I absolutely loved the steamed pork dumplings and the seasoned dumplings. All of th
yi-mei-34.1031_-118.0947	Yi Mei	Taiwanese Cuisine	San Gabriel	4.2	280		Pretty disappointed. We made a special trip all the way from the Bay Area just to try this place. The purple rice ball and the regular rice ball were both generously sized, and the fried egg inside was pretty good. The sausage, ho	So let’s see if they’re pretty good eh or ew. I also got their beef roll which was rolled in a chewy scallion pancake and was PACKED with meaty, savory, a bit woody shredded beef with fragrant green onions and cilantro. It was a b
artisanal-goods-by-car-34.1461_-118.1295	Artisanal Goods by CAR	Bakery	Pasadena	4.7	489		If you take your pastries seriously, Artisanal Goods by CAR needs to be on your radar immediately. This little gem on Colorado Blvd in Pasadena is turning out some of the finest baked goods I've had anywhere in LA. The Chocolate C	Such a cute spot and some of the best croissants I’ve had! They were out of the almond croissants but I ordered butter, chocolate, and turkey bacon I had an iced coffee but can’t wait to try their hot lattes, will be coming back t
kazunori-34.1461_-118.1373	KazuNori	Sushi Restaurant	Pasadena	4.7	51		We've had both take away (because no dogs inside) and dine in. Take away is cut rolls only, no hand rolls, nicely presented in a bento-like fashioned box. Delicious. So delicious in fact, we returned for the dine in experience a w	The new KazuNori location on Colorado Boulevard just opened, and we stopped by for lunch before heading to the Huntington Library. Overall, this was truly a 4.5 out of 5 experience. We each ordered the 4 hand roll set. I added an 
kissa-by-motto-34.1433_-118.1526	Kissa by Motto	Dessert Shop	Pasadena	4.6	37		Kissa itself was very new comer to the neighborhood, but not the case with Motto Tea, which probably a lot of people have been very familiar with. Loving the concept that totally reminded me of Japanese / Korean coffee shop concep	Soft opening: Very cute overall vibes~ The pistachio cloudy latte was delicious. And there aren’t any decaf options so far but the cafe latte tasted great as well. The cakes from motto are some of my favorites so I'm excited they'
neighbors-friends-cafe-34.1467_-118.1486	Neighbors & Friends Cafe	Cafe	Pasadena	4.8	159		I found them from an IG food review, like many others. So when I went they were out of several menu items because it was such a great review. They ended up making me a build your own breakfast sandwich and it was delicious! I had 	While this place is known for their beautiful charcuterie boxes, they're also a solid spot for brunch as well. My wife and I visited right at their opening hours on a weekend and it was such a good experience. It's more of a order
pijja-palace-34.0811_-118.2704	Pijja Palace	Indian Cuisine	Los Angeles	4.2	864	Contemporary restaurant & bar offering Indian fusion fare in laid-back digs with sports on TV.	Indian- Italian fusion that’s just a flavor bomb I didn’t know I needed to try.This place is a bit unassuming as it’s a restaurant connected to a Comfort Inn with a crappy parking lot. But the interior was very clean and well deco	The malai rigatoni tastes like vodka pasta with a little spice, kinda not seeing the indian flavor. But it was great. Getting a little of indian kashmiri pepper or a cayenne spice. Well cooked though! The pizza was a pretty basic 
square-enix-cafe-shop-34.05_-118.2407	Square Enix Cafe & Shop	Themed Cafe	Los Angeles	3.2	48		went to the squex cafe despite all the mid reviews - tbh the service was more disappointing than the food… we expected the food to be mid so we just ordered the Set C drink + dessert. the drinks were great and desserts were 50/50.	I heard the original opening didn't go super well but when I went this week during AX I thought it was pretty fun! The service was amazing, staff was really friendly and accommodating. We ordered the white mage drink, hydaelyn dri
cafe-knotted-arts-district-34.0455_-118.2368	Cafe Knotted Arts District	Donut Shop	Los Angeles	4.3	64		Cafe Knotted in the Arts District was absolutely worth the visit. We tried the fresh strawberry milk cream, butter rice cake, Dubai chocolate, and honey garlic bun, and every single item was delicious. The strawberry milk cream wa	Having been to Santa Monica outlet couple times and aware that they recent expanded into Arts District, with much cuter space. Handful of parking space available around, which was certainly a PLUS PLUS knowing how tough this area 
mat-34.0637_-118.3993	Matū	Steakhouse		4.3	503		The flavors!! LOVE the tasting option so much. We will definitely have to come back and try more of their dishes. We made reservations online and didn't have to wait at all when we arrived. We ordered the Matu dinner for two with 	Matu benefits greatly from its address. Strip away the prestige of the location, and it is difficult to imagine the restaurant generating the same level of demand. For a place that can easily reach $300 per person, the gap between
unreal-poke-34.1281_-118.0551	Unreal Poke	Poke Restaurant	Arcadia	4.8	17		Arcadia finally got a solid new spot! Unreal Poke just took over the old boba place on Baldwin, and it is already a massive hit with the locals. I walked in and the place was absolutely packed with a long line, but honestly, once 	Food was amazing. Visited durring thier grand opening celebration. Great vibes and and even better food. Not your typical poke spot and that is a good thing. If you are craving an authentic style of poke that is made with great ca
grand-central-market-34.051_-118.2488	Grand Central Market	Food Court	Los Angeles	4.5	36716	Emporium hosting food vendors & florists, plus game nights, movies & other events, since 1917.	We had vouchers to use at Grand Central Market, and we were so glad we did! There are so many food options, which made it perfect for our large group with a variety of dietary restrictions. Everyone was able to find something they	I recently stopped by Grand Central Market and it’s one of those places that just feels alive the second you walk in. The energy is hard to miss—busy, loud, and full of people from all walks of life grabbing a bite. It’s not fancy
sidecar-doughnuts-coffee-34.0214_-118.4959	Sidecar Doughnuts & Coffee	Donut Shop	Santa Monica	4.6	1756	Sleek sweet shop for creative donuts, from sweet flavors to savory breakfast versions, plus coffee.	Best donuts on planet earth. My god are they expensive but they are worth it. I've been eating them for almost ten years and when they have it, the salted malted chocolate chip cookie dough donut is peak. I love this place and it'	For the love of doughnuts!!! 😊 Stopped by for brunch and was immediately overwhelmed in the best way possible by the huge selection of doughnuts. Finally decided on the rotating ring doughnut paired with a vanilla latte, and it di
go-greek-yogurt-34.0136_-118.4967	Go Greek Yogurt	Frozen Yogurt Shop	Santa Monica	4.1	464		I’ve been a fan for a long time, however, on my recent visit to Santa Monica location I was horrified by the lack of cleanliness and order. The store was not busy, cashier was on TikTok with her hair in the topping bar. The toppin	Go Greek was good! I really enjoyed the tart frozen yogurt and the cherry natural yogurt was delicious too. The space is clean with a nice, modern ambiance, and there are outdoor tables if you want to sit outside. Service was atte
fusion-dumpling-37.7964_-122.4061	Fusion Dumpling	Dumpling Restaurant	San Francisco	4.2	718	Buzzy, no-frills eatery for Sichuan cuisine ranging from mild to hot in a narrow, red-hued setup.	The food was honestly amazing very authentic and rich in flavour, I’m honestly surprised at the low rating due to how good it was. The service was also impeccable. Very attentive and kind. The bathrooms was also VERY clean which a	Nice decor, attentive staff, good selections of different dumplings, noodles and dishes. Interesting and fun presentation of food. The Dan Dan noodles and crispy Chileans sea bass are very good. Cold chili noodles in ice bowl was 
outta-sight-pizza-37.7945_-122.4039	Outta Sight Pizza	Pizza Restaurant	San Francisco	4.6	182		Too salty for my liking but the dough is great - crunchy, chewy, etc. I got the Peking duck slice which was good but also too sweet for a pizza. The other two slices were Gal Pal and Bang Bang and I can see why people like this sp	I had the down the hatch and the peking duck, and both were amazing. I wouldn't say the thin crust was particularly thin. It was crispy and chewy, which I liked. The peking duck flavor and texture was pretty good, and it somehow w
tony-s-pizza-napoletana-37.8003_-122.409	Tony's Pizza Napoletana	Neapolitan Pizza Restaurant	San Francisco	4.5	10374	Bustling Italian eatery with varied pizza options from coal-fired to Roman-style, plus beer on tap.	Visited Tony’s Pizza Napoletana and had a mixed experience. The garlic bread was very good and definitely one of the highlights of the meal. We also ordered the La Regina pizza. While it wasn’t my favorite choice and I wouldn’t or	Located on the corner of Union and Stockton St. We have been ordering their pizzas through Gold Belly for years and decided to try the restaurant since we were visiting San Francisco. Gino was our server and he was welcoming and f
r-g-lounge-37.7941_-122.4049	R & G Lounge	Cantonese Cuisine	San Francisco	4.3	3902	Celebrated Cantonese grub, dished out in a basic downstairs space & more formal upstairs room.	This establishment falls far short of the standard of a restaurant-lounge; rather, it resembles an inexpensive street café situated in a basement. I was seated at a wobbly table, forcing me to keep my left elbow suspended in mid-a	R&G Lounge (San Francisco) * Food Quality (Freshness & Taste): * Dishes are consistently prepared using high-quality, fresh ingredients. * Flavors are well-balanced and authentic, reflecting traditional Cantonese cuisine. * Signat
z-y-restaurant-37.796_-122.406	Z & Y Restaurant	Szechuan Cuisine	San Francisco			Basic quarters for dining on Sichuan & Northern Chinese dishes packed with plenty of spice.		
rintaro-37.7688_-122.4151	Rintaro	Izakaya	San Francisco	4.5	1390	Japanese izakaya serving traditional menus in a hip, buzzy space decked in exposed woods.	My kids gifted us a certificate to dine at Rintaro. Luckily we were able to reserve it for our anniversary dinner. We were seated in the room further back from the entrance. At first it was quiet with 2 other couples. Then 2 table	So cozy and delicious. From the exterior to the delightful interior to the restrooms, this is a beautiful restaurant. Wonderful service and the food was all delicious. We loved the ume welcome drink. We tried the sashimi sampler, 
asanebo-japanese-gourmet-34.1436_-118.3919	Asanebo Japanese Gourmet	Sushi Restaurant	Studio City	4.6	368	Renowned upscale restaurant serving sushi, grilled fish & other Japanese fare in unassuming digs.	My daughter took me as a surprise for my Christmas present. The food was wonderful some of the best sushi I’ve ever had. The service was impeccable and we had a wonderful time. Highly recommend.	They are famous on social media for their fun videos, but the owner and the staff here are true professionals who are genuinely dedicated to Japanese cuisine! We visited with family and close friends to celebrate, and enjoyed a fu
marina-del-rey-33.9797_-118.4402	Marina del Rey	Unincorporated Community						
mandarin-coffee-stand-34.1393_-118.1319	Mandarin Coffee Stand	Coffee Shop	Pasadena	4.6	328		It’s a hot day, a Sicilian coffee is the perfect pick! Refreshing, smooth, and just the right balance of coffee and citrus. Light, vibrant, and super satisfying in warm weather—definitely a go-to drink to cool down while still get	The Burlington Arcade is so gorgeous and mandarin coffee stand fits right in! While the storefront only allows 4 customers at a time, waiting outside doesn’t feel bothersome because you’re in such a beautiful space. While they do 
delight-pastry-34.1465_-118.1491	Delight Pastry	Bakery	Pasadena	4.6	222		Happy 5 years to Delight Pastry🎂✨ We finally tried their viral fruit desserts and now I totally get the hype🍓🥭 The strawberry + mango were so fresh, light, and refreshing. But honestly… this place is dangerous because EVERYTHING l	The mango pastry is life changing, just the facts! The chocolate croissant was also amazing. The staff were super nice to me and my buddy Frank(dog)!
wa-iro-34.1451_-118.1486	Wa-Iro	Bakery	Pasadena	4.4	53		Came for the hype and was not disappointed. Enjoy my banana cream Matcha. It was not too sweet and had the perfect balance. Got the regular soft bread as well as the salt bread with the red bean filling. I preferred the latter as 	The crispiest top layer but softest salt bread I’ve ever eaten! Such a cute and soft lighted interior! I’m no baking expert but the flour they use is something special! I have to go back and try all their other goods!!
oakobing-34.1465_-118.1479	Oakobing	Shaved Ice and Snow Shop	Pasadena	4.5	191		I came with a friend to check this location out and I was pleasantly surprised: it's as good as the Koreatown location. The have a promo in which you get one large shaved ice (bingsu) with two drinks for just 26 dollars. It's tota	Shaved ice was amazing. Selections are limited to what is on the menu but they don't miss. There is a flavor of the month as well so there's something new outside of those selections. It can get crowded quickly. The sweet milk isn
bodega-34.0335_-118.2422	Bodega	Shoe Store	Los Angeles	3.6	275		I placed an order on March 8 and have not received any shipping update or response from customer support. I tried contacting Bodega by email and also left a comment asking about my order, but so far there has been no reply. At thi	Cool selection of items but the staff there are too cool to acknowledge any customers walking in, or at all really. They really don't bother looking up. At a store front that spends so much effort on aesthetics, maybe focus on cus
kato-34.0341_-118.241	Kato	Taiwanese Cuisine	Los Angeles	4.5	408	Omakase-style multicourse feasts served in a strip-mall spot with sparse decor & a familial vibe.	Every course at Kato was amazing and delicious. I love how each dish was inspired by common Taiwanese foods, yet the chef elevated them to another level through the ingredients and flavors. The service was also fantastic. Unlike a	Outstanding Service, Beautiful Space, but the Food Didn’t Quite Justify the Price We booked a birthday dinner for two at Kato and were excited to experience one of Los Angeles’ most celebrated Michelin-starred restaurants. As fans
one-piece-cafe-34.0484_-118.2423	One Piece Cafe	Themed Cafe	Los Angeles	4.3	282		Amazing food and amazing experience! From the moment I walked in, I was greeted by Jessica (who was incredibly helpful and explained everything about the cafe! She recommended the Robin refresher and Brook’s curry (both of which w	Awesome experience for food lovers and anime watchers alike, as myself never seeing the full anime I enjoyed the food plenty and how awesome the atmosphere/ art was rendered. As for my significant other he not only loved how nosta
petitgrain-boulangerie-34.0256_-118.4906	Petitgrain Boulangerie	Bakery	Santa Monica	4.7	342		Petitgrain Boulangerie was named one of “the best bakeries in the country right now” by The Infatuation — and honestly? It didn’t just live up to the hype, it baked it into a perfect croissant and served it warm. Yes, there’s usua	Nothing like a big beautiful warm, sweet butter hug when you walk in the door. It smells amazing and the staff is always friendly. While I have tried their regular croissant, I had not tried the pain au chocolat croissant until to
fondry-34.123_-118.2129	Fondry	Bakery	Los Angeles	4.4	150		The service here is great! The line moves fairly quickly as well. I came here particularly to try their weekend special, which at the time was a chorizo mashed potato quiche, but they didn’t have it the Sunday that I came, so I go	Fondry is popular for good reason. Each pastry is so intentionally crafted. The flavours all work together in harmony, and the laminated pastries have some of the most perfect texture. The prices reflect the quality though. These 
r-publique-34.0641_-118.3437	République	French Cuisine	Los Angeles	4.5	7255	Modern French plates served in a striking space with communal tables, plus a bakery and cocktail bar.	République is one of the best brunch restaurants in Los Angeles. The food, pastries, and drinks were all delicious, and the atmosphere made the celebration even more special. It can get very busy, so be sure to plan ahead and expe	While visiting Los Angeles, I had heard about this popular restaurant located in the mid-Wilshire area serving a variety of French inspired dishes and garnering high praises from visitors. I ordered the escargot, dover sole, salmo
house-of-bread-34.0481_-118.4352	House of Bread	Bakery	Los Angeles	4.8	232		**4.5/5 🌟🌟🌟🌟✨ House of Bread Westwood: Buttery Croissants Worth the Hunt** Tucked on Westwood Blvd just south of Wilshire, **House of Bread** is the cozy independent bakery that’s been quietly turning out fresh goods for years 🥐❤️	This is exactly how sangak should be! 😍 Fresh out of the oven, crispy, and full of flavor. One of the best I’ve tried. Highly recommend!
artelice-patisserie-34.0381_-118.4418	Artelice Patisserie	Bakery	Los Angeles	4.8	675		I came here the other day to see what all the hype was about regarding the fruit pastries everyone has been talking about in Los Angeles. I visited this local spot on Olympic Boulevard, and I was definitely impressed. The shop was	I absolutely loved this place! I tried their Orange Blossom pastry, and the aroma instantly took me back to the springtime scents of northern Iran — something I never expected to find here. It was delicate, fragrant, and beautiful
copenhagen-pastry-34.0093_-118.412	Copenhagen Pastry	Bakery	Culver City	4.8	731	Danish bakeshop offering traditional breads, cakes & pastries in contemporary digs.	Copenhagen Pastry is a gem. I love the Scandinavian simplicity of the design — elegant, bright, and welcoming both inside and out. The Princess Cake was absolutely outstanding — soft sponge, perfectly balanced custard and raspberr	This bakery is named after a city in Denmark, therefore it is a danish bakery. I really love the aesthetic. It’s very crisp and clean. Everything is very neat and simple. All the pastries are laid out and you can easily pick and t
des-croissants-paris-34.0309_-118.3803	Des Croissants Paris	Bakery	Culver City	4.8	108		So grateful to have them nearby! It is always a great pick me up to my day. I'm a big fan of their almond croissant & their ham sandwich. The people who work here are always very kind & the location is cozy	One of the best pain au chocolat and butter croissants I’ve ever had! Soft, buttery, and perfectly flaky. I’m not kidding when I say every bite literally makes you close your eyes, it’s that good! Des Croissants Paris is a small b
hi-bake-34.0684_-118.399	Hi Bake	Pastry Shop	Beverly Hills	4.1	57		There was so much hype around it and I finally visited today. Today was also the only time I would ever visit this bakery. Service is great from the cashier and barista, no issues there. But overall the food is just lackluster. Ou	Me and my brother and our friend we’re at an event down the street here in Beverly Hills. When we went for a walk, we ran into Albert who was working in this bakery called High Bake He was awesome very kind and knowledgeable. We c
hakone-estate-and-gardens-37.2526_-122.0419	Hakone Estate and Gardens	Japanese Garden	Saratoga	4.4	2042	This historical 18-acre Japanese garden features tea rooms & the Cultural Exchange Center.	Visited Hakone Estate and Gardens in Saratoga and it was such a peaceful and beautiful experience. The gardens are very well maintained with traditional Japanese landscaping, koi ponds, bamboo groves, and quiet walking paths. It’s	I recently visited Hakone Estate and Gardens and it honestly feels like stepping into a completely different world tucked away in the Saratoga hills. The gardens are incredibly peaceful, beautifully maintained, and thoughtfully de
hama-sushi-34.0486_-118.2404	Hama Sushi	Sushi Restaurant	Los Angeles	4.6	757	A menu limited to sushi & sashimi, prepared simply, draws fans to this cozy Japanese spot.	Amazing dining experience! I arrived 10 minutes before they opened and was lucky enough to get a seat in the first seating. The setup is intimate, centered around two chefs who prepare each piece of sushi right in front of you. It	We had a fantastic dining experience! It's a very small place, mostly sushi bar seating and maybe two tables in a corner. The setup feels intimate, centered around three chefs who prepare each piece of sushi right in front of you.
88pc-cafe-34.0507_-118.3089	88Pc Cafe	Internet Cafe	Los Angeles	4.4	122		This isn't your high-end PC bang. There was no AC, ping spiked often when playing league, and not your friendliest owner, let alone the price.	Really clean quick pc's, tell the cashier what number you want to sit at and for how many hours when you go in. They have major games installed and ready and headsets on deck! Docking stars for lack of customer service and explana
jam-jam-tea-lab-34.1455_-118.1509	Jam Jam Tea Lab	Bubble Tea Shop	Pasadena	4.8	87		I love the simple menu options they have. We got the coconut mango Pamelo at 100% sweet and Ube cheese foam slush at 75% sweet. Both were so tasty and not too sweet.	This spot just opened. So let’s see if they’re pretty good eh or ew. I got their mango matcha and mochigome milk tea drinks to try. The mango matcha was not sweet and had mellow earthy matcha flaves complemented by a light fruity 
yala-coffee-34.0911_-118.2793	Yala Coffee	Coffee Shop	Los Angeles	3.6	56		I’m very impressed by this coffee shop - the baristas were kind and so knowledgeable about the roasts, and the coffee itself was delicious. It’s a small little shop, and the line gets long - which tells you this place is top notch	I love this Turkish coffee experience!! Evil Eye 🧿 was amazing and their signature yala latte was great too!! 10/10 experience
molly-tea-arcadia-34.1268_-118.0543	Molly Tea Arcadia	Bubble Tea Shop	Arcadia	4.7	371		I always order 100% sugar, no ice — their 70% sweetness is a bit light, and full sweetness brings out the tea flavor best. My Favorite Drinks • Premium Jasmine Milk Tea – 9.5/10 Aromatic, smooth, consistently the best. • White Cha	Had a great experience at Molly Tea! The drinks were fresh, flavorful, and perfectly balanced—not too sweet and very refreshing. The quality of the ingredients really stands out, and the presentation was beautiful as well. The sta
gentle-monster-34.0432_-118.2549	Gentle Monster	Sunglasses Store	Los Angeles	4.1	130		Gentle Monster makes a strong first impression with a large sculptural installation at the entrance that reminds me of a StarCraft Dragoon. Inside, there are moving art pieces that give the space a modern, gallery-like atmosphere 	Abigail is like the sun and the moon and the stars all wrapped up in one! She’s got the most radiant & disarming presence, I am so lucky to have come in on a day she was working! I’m about to travel overseas for a bit and I wanted
about-time-34.062_-118.2939	About Time	Coffee Shop	Los Angeles	3.7	360		About Time is easily one of the cutest cafes I’ve been to in Ktown and one of the only cafes open until late night. The space is super aesthetic and cozy with plenty of seating, making it perfect for studying, working, catching up	Great food, awesome drinks. The cafe latte was slightly unusual in the great unique sense. Free wifi available with quite a password. Comfortable and cozy seating available in two levels, both very aesthetic for pictures and posts
elite-gaming-club-34.0637_-118.3096	Elite Gaming Club	Internet Cafe	Los Angeles	5	355		I like this computer club. The computers are fast and the internet is good. The place is clean and comfortable. The staff are friendly and helpful especially beautiful girl . There are many games to play with friends. Prices are r	Perfect place to lock in. Fast PCs, clean setup, comfy chairs, and no random lag spikes. You can actually focus here. Staff is chill, prices are fair, and the overall vibe is gamer-friendly. Great spot for long sessions or late-ni
